               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 318,            0.018629,           0.0067561,           0.0031966,             0.99609,                   1,               0.995,             0.86656,            0.011518,           0.0031788,           0.0021539,           0.0037234,           0.0037234,           0.0037234
                 319,            0.019471,           0.0067186,           0.0049076,             0.99586,                   1,               0.995,             0.90484,            0.011213,           0.0031014,           0.0021138,           0.0037036,           0.0037036,           0.0037036
                 320,            0.020437,           0.0071073,           0.0038489,             0.99586,                   1,               0.995,             0.90484,            0.011213,           0.0031014,           0.0021138,           0.0036838,           0.0036838,           0.0036838
                 321,            0.015673,           0.0074675,           0.0032387,             0.99583,                   1,               0.995,             0.90376,            0.010112,           0.0029549,           0.0020916,            0.003664,            0.003664,            0.003664
                 322,            0.016964,           0.0058354,           0.0040949,             0.99589,                   1,               0.995,             0.90474,            0.010186,           0.0029878,           0.0020756,           0.0036442,           0.0036442,           0.0036442
                 323,            0.017904,            0.006123,           0.0056513,             0.99593,                   1,               0.995,             0.86287,            0.010796,           0.0030584,           0.0020604,           0.0036244,           0.0036244,           0.0036244
                 324,            0.018987,            0.007665,           0.0063923,             0.99593,                   1,               0.995,             0.86287,            0.010796,           0.0030584,           0.0020604,           0.0036046,           0.0036046,           0.0036046
                 325,            0.017947,           0.0073318,           0.0059784,             0.99605,                   1,               0.995,             0.88847,           0.0093423,           0.0029478,           0.0020604,           0.0035848,           0.0035848,           0.0035848
                 326,            0.016808,           0.0056955,           0.0052047,             0.99595,                   1,               0.995,             0.83823,            0.012589,           0.0031545,            0.002047,            0.003565,            0.003565,            0.003565
                 327,             0.02139,           0.0062598,           0.0031303,             0.99612,                   1,               0.995,              0.8882,            0.011896,           0.0030533,             0.00205,           0.0035452,           0.0035452,           0.0035452
                 328,            0.020102,           0.0056707,            0.013179,             0.99612,                   1,               0.995,              0.8882,            0.011896,           0.0030533,             0.00205,           0.0035254,           0.0035254,           0.0035254
                 329,            0.016219,           0.0053048,           0.0029819,             0.99609,                   1,               0.995,             0.88648,           0.0097817,            0.002896,           0.0020416,           0.0035056,           0.0035056,           0.0035056
                 330,            0.016822,           0.0063765,           0.0073362,             0.99574,                   1,               0.995,             0.88873,            0.010327,           0.0029665,           0.0020107,           0.0034858,           0.0034858,           0.0034858
                 331,            0.018678,           0.0062162,           0.0041271,             0.99544,                   1,               0.995,             0.85752,           0.0097567,            0.002961,           0.0020053,            0.003466,            0.003466,            0.003466
                 332,            0.019209,           0.0053676,           0.0042736,             0.99544,                   1,               0.995,             0.85752,           0.0097567,            0.002961,           0.0020053,           0.0034462,           0.0034462,           0.0034462
                 333,            0.015472,           0.0062105,           0.0050059,             0.99525,                   1,               0.995,             0.87144,           0.0079768,            0.002845,           0.0020115,           0.0034264,           0.0034264,           0.0034264
                 334,            0.016512,           0.0075307,           0.0056469,              0.9949,                   1,               0.995,             0.86292,            0.012454,           0.0031218,           0.0020124,           0.0034066,           0.0034066,           0.0034066
                 335,            0.021835,           0.0079133,           0.0038019,             0.99401,                   1,               0.995,             0.89207,           0.0087804,           0.0028211,           0.0020327,           0.0033868,           0.0033868,           0.0033868
                 336,            0.016165,           0.0061979,           0.0035031,             0.99401,                   1,               0.995,             0.89207,           0.0087804,           0.0028211,           0.0020327,            0.003367,            0.003367,            0.003367
                 337,            0.017872,           0.0074932,           0.0079017,             0.99283,                   1,               0.995,             0.90513,           0.0083914,           0.0027662,           0.0020688,           0.0033472,           0.0033472,           0.0033472
                 338,            0.014426,           0.0056995,           0.0050342,             0.99434,                   1,               0.995,             0.88603,           0.0097773,           0.0027461,           0.0020306,           0.0033274,           0.0033274,           0.0033274
                 339,            0.016633,           0.0071978,           0.0053446,             0.99484,                   1,               0.995,             0.88601,              0.0131,           0.0030539,           0.0020055,           0.0033076,           0.0033076,           0.0033076
                 340,            0.018489,           0.0073375,           0.0028843,             0.99484,                   1,               0.995,             0.88601,              0.0131,           0.0030539,           0.0020055,           0.0032878,           0.0032878,           0.0032878
                 341,            0.019436,           0.0064281,           0.0036458,             0.99485,                   1,               0.995,             0.89699,            0.013742,           0.0030451,           0.0020043,            0.003268,            0.003268,            0.003268
                 342,            0.020386,           0.0061477,           0.0032006,             0.99516,                   1,               0.995,             0.83387,            0.010945,           0.0028358,           0.0020034,           0.0032482,           0.0032482,           0.0032482
                 343,            0.019979,           0.0070473,           0.0085365,              0.9954,                   1,               0.995,             0.90765,            0.010746,           0.0027637,           0.0020043,           0.0032284,           0.0032284,           0.0032284
                 344,            0.017213,            0.007054,           0.0050793,              0.9954,                   1,               0.995,             0.90765,            0.010746,           0.0027637,           0.0020043,           0.0032086,           0.0032086,           0.0032086
                 345,            0.016011,           0.0081248,           0.0038404,             0.99564,                   1,               0.995,             0.89693,            0.011005,           0.0028296,           0.0019973,           0.0031888,           0.0031888,           0.0031888
                 346,            0.015922,           0.0052763,           0.0044672,             0.99521,                   1,               0.995,             0.89834,           0.0087555,           0.0026949,           0.0020015,            0.003169,            0.003169,            0.003169
                 347,            0.016006,           0.0062304,           0.0044104,             0.99558,                   1,               0.995,             0.88142,            0.010886,           0.0027774,           0.0019912,           0.0031492,           0.0031492,           0.0031492
                 348,             0.01663,           0.0062039,            0.003939,             0.99558,                   1,               0.995,             0.88142,            0.010886,           0.0027774,           0.0019912,           0.0031294,           0.0031294,           0.0031294
                 349,            0.015848,           0.0071145,           0.0034667,             0.99575,                   1,               0.995,             0.91109,           0.0094941,           0.0027358,           0.0019859,           0.0031096,           0.0031096,           0.0031096
                 350,            0.015186,             0.00764,           0.0032835,             0.99586,                   1,               0.995,             0.90706,           0.0096927,           0.0027987,           0.0019693,           0.0030898,           0.0030898,           0.0030898
                 351,             0.01701,           0.0054489,           0.0051554,             0.99566,                   1,               0.995,             0.91666,            0.011153,           0.0030367,           0.0019653,             0.00307,             0.00307,             0.00307
                 352,            0.018927,           0.0061351,           0.0049483,             0.99566,                   1,               0.995,             0.91666,            0.011153,           0.0030367,           0.0019653,           0.0030502,           0.0030502,           0.0030502
                 353,            0.016663,           0.0057191,           0.0062946,             0.99561,                   1,               0.995,             0.92821,           0.0099656,           0.0029451,           0.0019635,           0.0030304,           0.0030304,           0.0030304
                 354,            0.018035,           0.0080532,           0.0056965,             0.99586,                   1,               0.995,             0.91754,           0.0097937,           0.0028632,           0.0019524,           0.0030106,           0.0030106,           0.0030106
                 355,            0.018498,           0.0068163,           0.0030542,             0.99587,                   1,               0.995,             0.88984,           0.0098895,            0.002862,           0.0019454,           0.0029908,           0.0029908,           0.0029908
                 356,            0.017743,           0.0060761,           0.0066856,             0.99587,                   1,               0.995,             0.88984,           0.0098895,            0.002862,           0.0019454,            0.002971,            0.002971,            0.002971
                 357,            0.017643,           0.0058675,           0.0044634,             0.99624,                   1,               0.995,              0.9176,           0.0097164,            0.002847,           0.0019301,           0.0029512,           0.0029512,           0.0029512
                 358,             0.01699,            0.005856,           0.0032812,              0.9962,                   1,               0.995,             0.93769,           0.0094325,           0.0027739,           0.0019325,           0.0029314,           0.0029314,           0.0029314
                 359,            0.018839,           0.0071566,           0.0038582,             0.99653,                   1,               0.995,             0.91567,           0.0074647,           0.0026214,           0.0019428,           0.0029116,           0.0029116,           0.0029116
                 360,            0.016139,           0.0070219,           0.0039089,             0.99653,                   1,               0.995,             0.91567,           0.0074647,           0.0026214,           0.0019428,           0.0028918,           0.0028918,           0.0028918
                 361,            0.014236,           0.0064983,           0.0038766,             0.99693,                   1,               0.995,             0.91508,           0.0068298,           0.0025627,           0.0019478,            0.002872,            0.002872,            0.002872
                 362,            0.013763,           0.0058083,            0.002732,             0.99661,                   1,               0.995,             0.93332,            0.009031,           0.0027569,           0.0019678,           0.0028522,           0.0028522,           0.0028522
                 363,            0.016602,           0.0074086,           0.0045084,              0.9922,             0.99987,               0.995,             0.89098,           0.0083784,           0.0027571,           0.0020646,           0.0028324,           0.0028324,           0.0028324
                 364,            0.019011,           0.0068674,           0.0036834,              0.9922,             0.99987,               0.995,             0.89098,           0.0083784,           0.0027571,           0.0020646,           0.0028126,           0.0028126,           0.0028126
                 365,            0.017521,           0.0066619,           0.0041254,             0.98459,             0.99702,               0.995,             0.92671,           0.0075239,           0.0026534,           0.0021449,           0.0027928,           0.0027928,           0.0027928
                 366,            0.015624,            0.006246,           0.0057314,             0.99263,             0.97795,               0.995,             0.91772,           0.0084847,           0.0026044,           0.0023639,            0.002773,            0.002773,            0.002773
                 367,            0.015337,           0.0058749,           0.0043472,             0.99245,                   1,               0.995,             0.89032,           0.0090291,           0.0026571,           0.0019754,           0.0027532,           0.0027532,           0.0027532
                 368,            0.015201,            0.006087,           0.0036316,             0.99245,                   1,               0.995,             0.89032,           0.0090291,           0.0026571,           0.0019754,           0.0027334,           0.0027334,           0.0027334
                 369,            0.017086,            0.006174,           0.0035266,              0.9948,                   1,               0.995,             0.91826,            0.008218,           0.0025944,           0.0018953,           0.0027136,           0.0027136,           0.0027136
                 370,             0.01598,           0.0063586,            0.003675,             0.99703,                   1,               0.995,             0.86934,            0.011064,           0.0029391,            0.001818,           0.0026938,           0.0026938,           0.0026938
                 371,            0.017325,            0.006662,           0.0075253,             0.99666,                   1,               0.995,             0.90892,           0.0080859,           0.0026425,           0.0017783,            0.002674,            0.002674,            0.002674
                 372,            0.015503,           0.0078794,           0.0051553,             0.99666,                   1,               0.995,             0.90892,           0.0080859,           0.0026425,           0.0017783,           0.0026542,           0.0026542,           0.0026542
                 373,            0.015321,            0.005736,           0.0034041,              0.9965,                   1,               0.995,             0.90878,           0.0078146,            0.002663,           0.0017523,           0.0026344,           0.0026344,           0.0026344
                 374,            0.016303,           0.0067183,           0.0026173,              0.9965,                   1,               0.995,             0.91193,            0.010235,           0.0028153,           0.0017356,           0.0026146,           0.0026146,           0.0026146
                 375,            0.017013,            0.006918,            0.002585,             0.99647,                   1,               0.995,             0.92119,           0.0071866,           0.0026297,           0.0017238,           0.0025948,           0.0025948,           0.0025948
                 376,            0.016744,           0.0066605,           0.0031045,             0.99647,                   1,               0.995,             0.92119,           0.0071866,           0.0026297,           0.0017238,            0.002575,            0.002575,            0.002575
                 377,            0.013557,           0.0061158,           0.0032651,             0.99646,                   1,               0.995,             0.92497,           0.0063546,           0.0025833,           0.0017152,           0.0025552,           0.0025552,           0.0025552
                 378,            0.016273,           0.0058755,           0.0032917,             0.99649,                   1,               0.995,             0.92269,           0.0086075,           0.0027326,           0.0016974,           0.0025354,           0.0025354,           0.0025354
                 379,            0.014391,            0.006153,            0.003185,             0.99638,                   1,               0.995,             0.92304,            0.010373,           0.0029456,           0.0016786,           0.0025156,           0.0025156,           0.0025156
                 380,            0.016891,           0.0067283,           0.0051741,             0.99638,                   1,               0.995,             0.92304,            0.010373,           0.0029456,           0.0016786,           0.0024958,           0.0024958,           0.0024958
                 381,            0.015274,           0.0059757,           0.0051548,              0.9964,                   1,               0.995,             0.93706,            0.009585,           0.0028822,           0.0016601,            0.002476,            0.002476,            0.002476
                 382,            0.015358,           0.0048226,           0.0031839,             0.99634,                   1,               0.995,             0.92358,           0.0081685,           0.0026693,           0.0016483,           0.0024562,           0.0024562,           0.0024562
                 383,            0.018318,           0.0065548,           0.0056434,             0.99644,                   1,               0.995,             0.91606,           0.0070796,           0.0025669,           0.0016406,           0.0024364,           0.0024364,           0.0024364
                 384,            0.014191,           0.0068402,           0.0025048,             0.99644,                   1,               0.995,             0.91606,           0.0070796,           0.0025669,           0.0016406,           0.0024166,           0.0024166,           0.0024166
                 385,            0.014612,           0.0064875,           0.0079528,             0.99656,                   1,               0.995,             0.92513,           0.0065543,           0.0025326,            0.001635,           0.0023968,           0.0023968,           0.0023968
                 386,            0.014813,           0.0051651,           0.0064915,              0.9967,                   1,               0.995,             0.88731,           0.0089728,           0.0028184,           0.0016343,            0.002377,            0.002377,            0.002377
                 387,              0.0156,           0.0068428,           0.0038899,             0.99675,                   1,               0.995,             0.90303,           0.0076765,           0.0026117,           0.0016336,           0.0023572,           0.0023572,           0.0023572
                 388,            0.015548,           0.0063146,           0.0025274,             0.99675,                   1,               0.995,             0.90303,           0.0076765,           0.0026117,           0.0016336,           0.0023374,           0.0023374,           0.0023374
                 389,            0.015657,           0.0059914,           0.0029057,              0.9968,                   1,               0.995,             0.91151,           0.0074134,           0.0026091,           0.0016398,           0.0023176,           0.0023176,           0.0023176
                 390,            0.014398,           0.0065727,           0.0037292,             0.99695,                   1,               0.995,             0.90552,           0.0082414,           0.0027263,           0.0016572,           0.0022978,           0.0022978,           0.0022978
                 391,            0.017593,           0.0077705,           0.0031618,               0.997,                   1,               0.995,             0.89745,           0.0087191,           0.0027145,           0.0016605,            0.002278,            0.002278,            0.002278
                 392,            0.014026,           0.0059713,           0.0048228,               0.997,                   1,               0.995,             0.89745,           0.0087191,           0.0027145,           0.0016605,           0.0022582,           0.0022582,           0.0022582
                 393,            0.013439,           0.0058506,           0.0029366,             0.99716,                   1,               0.995,             0.92192,           0.0073289,           0.0026121,           0.0016671,           0.0022384,           0.0022384,           0.0022384
                 394,             0.01398,           0.0067966,            0.003469,             0.99723,                   1,               0.995,             0.92537,           0.0083723,           0.0026775,           0.0016673,           0.0022186,           0.0022186,           0.0022186
                 395,             0.01581,           0.0053243,           0.0040353,             0.99714,                   1,               0.995,             0.90183,           0.0077904,           0.0026539,           0.0016623,           0.0021988,           0.0021988,           0.0021988
                 396,            0.017085,           0.0051163,           0.0047703,             0.99714,                   1,               0.995,             0.90183,           0.0077904,           0.0026539,           0.0016623,            0.002179,            0.002179,            0.002179
                 397,             0.01535,           0.0072548,           0.0063146,             0.99718,                   1,               0.995,             0.90459,           0.0078607,           0.0027045,           0.0016629,           0.0021592,           0.0021592,           0.0021592
                 398,             0.01535,           0.0065817,           0.0049042,             0.99721,                   1,               0.995,             0.92356,           0.0073734,           0.0026326,           0.0016692,           0.0021394,           0.0021394,           0.0021394
                 399,            0.015289,           0.0057881,           0.0046556,             0.99721,                   1,               0.995,             0.94928,            0.006882,           0.0026132,           0.0016742,           0.0021196,           0.0021196,           0.0021196
                 400,            0.014614,           0.0061938,           0.0040175,             0.99721,                   1,               0.995,             0.94928,            0.006882,           0.0026132,           0.0016742,           0.0020998,           0.0020998,           0.0020998
                 401,            0.013204,           0.0053565,           0.0038513,             0.99719,                   1,               0.995,             0.94369,            0.007134,           0.0026175,           0.0016734,             0.00208,             0.00208,             0.00208
                 402,            0.014342,           0.0063323,           0.0034697,             0.99715,                   1,               0.995,             0.93814,           0.0070927,           0.0025619,           0.0016669,           0.0020602,           0.0020602,           0.0020602
                 403,            0.016824,           0.0045078,           0.0032123,             0.99714,                   1,               0.995,              0.9135,            0.007465,           0.0025261,            0.001672,           0.0020404,           0.0020404,           0.0020404
                 404,            0.013925,           0.0067956,           0.0055723,             0.99714,                   1,               0.995,              0.9135,            0.007465,           0.0025261,            0.001672,           0.0020206,           0.0020206,           0.0020206
                 405,            0.013769,           0.0069737,           0.0053894,             0.99709,                   1,               0.995,             0.91333,           0.0071936,           0.0024943,           0.0016618,           0.0020008,           0.0020008,           0.0020008
                 406,            0.013331,           0.0062161,           0.0031865,             0.99705,                   1,               0.995,              0.9201,           0.0068138,           0.0024226,           0.0016532,            0.001981,            0.001981,            0.001981
                 407,            0.016546,            0.006139,           0.0041319,             0.99706,                   1,               0.995,              0.9456,            0.007445,           0.0024614,            0.001642,           0.0019612,           0.0019612,           0.0019612
                 408,            0.013685,             0.00587,            0.003139,             0.99706,                   1,               0.995,              0.9456,            0.007445,           0.0024614,            0.001642,           0.0019414,           0.0019414,           0.0019414
                 409,            0.012564,           0.0054355,           0.0034303,             0.99707,                   1,               0.995,              0.9483,           0.0065773,           0.0024021,           0.0016334,           0.0019216,           0.0019216,           0.0019216
                 410,            0.013637,           0.0060252,           0.0062653,             0.99696,                   1,               0.995,             0.94326,           0.0065909,           0.0024337,           0.0016083,           0.0019018,           0.0019018,           0.0019018
                 411,            0.013367,           0.0045945,           0.0038556,             0.99695,                   1,               0.995,             0.94699,           0.0076764,           0.0025384,           0.0015878,            0.001882,            0.001882,            0.001882
                 412,             0.01412,           0.0061579,           0.0042351,             0.99695,                   1,               0.995,             0.94699,           0.0076764,           0.0025384,           0.0015878,           0.0018622,           0.0018622,           0.0018622
                 413,             0.01428,           0.0065595,           0.0034259,             0.99693,                   1,               0.995,             0.95134,           0.0075093,           0.0025294,            0.001569,           0.0018424,           0.0018424,           0.0018424
                 414,            0.013169,           0.0064381,           0.0030204,             0.99682,                   1,               0.995,             0.94686,           0.0068757,           0.0024412,            0.001538,           0.0018226,           0.0018226,           0.0018226
                 415,             0.01549,           0.0069033,           0.0042129,             0.99682,                   1,               0.995,             0.92173,           0.0075362,           0.0024392,           0.0015148,           0.0018028,           0.0018028,           0.0018028
                 416,            0.014294,           0.0067432,           0.0035936,             0.99682,                   1,               0.995,             0.92173,           0.0075362,           0.0024392,           0.0015148,            0.001783,            0.001783,            0.001783
                 417,            0.013181,           0.0068432,           0.0049991,             0.99678,                   1,               0.995,             0.91024,           0.0081265,            0.002461,            0.001499,           0.0017632,           0.0017632,           0.0017632
                 418,            0.014949,           0.0055017,           0.0044931,             0.99669,                   1,               0.995,             0.95069,           0.0075449,           0.0024176,           0.0014841,           0.0017434,           0.0017434,           0.0017434
                 419,            0.013955,           0.0063326,           0.0057753,             0.99671,                   1,               0.995,             0.94695,           0.0078536,           0.0023704,           0.0014733,           0.0017236,           0.0017236,           0.0017236
                 420,            0.013958,           0.0056726,           0.0024336,             0.99671,                   1,               0.995,             0.94695,           0.0078536,           0.0023704,           0.0014733,           0.0017038,           0.0017038,           0.0017038
                 421,            0.013743,           0.0069666,           0.0024914,              0.9967,                   1,               0.995,             0.93479,           0.0069742,           0.0023239,           0.0014649,            0.001684,            0.001684,            0.001684
                 422,            0.012658,           0.0056578,           0.0034518,             0.99671,                   1,               0.995,             0.94309,           0.0070964,            0.002393,           0.0014571,           0.0016642,           0.0016642,           0.0016642
                 423,            0.014542,           0.0055168,           0.0029472,             0.99672,                   1,               0.995,             0.94704,           0.0074458,           0.0023968,           0.0014542,           0.0016444,           0.0016444,           0.0016444
                 424,            0.012938,            0.005695,           0.0051967,             0.99672,                   1,               0.995,             0.94704,           0.0074458,           0.0023968,           0.0014542,           0.0016246,           0.0016246,           0.0016246
                 425,            0.010786,           0.0046608,           0.0027503,             0.99669,                   1,               0.995,             0.94115,           0.0076369,           0.0024223,           0.0014527,           0.0016048,           0.0016048,           0.0016048
                 426,            0.012851,           0.0061289,           0.0021668,             0.99672,                   1,               0.995,             0.94407,           0.0079804,           0.0024454,           0.0014511,            0.001585,            0.001585,            0.001585
                 427,             0.01304,           0.0051227,           0.0025799,             0.99675,                   1,               0.995,             0.94841,           0.0057801,            0.002341,           0.0014463,           0.0015652,           0.0015652,           0.0015652
                 428,            0.013596,           0.0058625,           0.0060952,             0.99675,                   1,               0.995,             0.94841,           0.0057801,            0.002341,           0.0014463,           0.0015454,           0.0015454,           0.0015454
                 429,            0.013992,           0.0063854,            0.002623,             0.99675,                   1,               0.995,             0.95568,           0.0057049,           0.0023246,           0.0014391,           0.0015256,           0.0015256,           0.0015256
                 430,             0.01278,            0.006141,           0.0033639,             0.99674,                   1,               0.995,             0.95175,            0.008217,           0.0024427,           0.0014305,           0.0015058,           0.0015058,           0.0015058
                 431,            0.014165,           0.0052563,            0.002194,             0.99677,                   1,               0.995,             0.94721,           0.0064882,           0.0022969,           0.0014192,            0.001486,            0.001486,            0.001486
                 432,            0.013032,            0.005832,           0.0047106,             0.99677,                   1,               0.995,             0.94721,           0.0064882,           0.0022969,           0.0014192,           0.0014662,           0.0014662,           0.0014662
                 433,            0.013124,           0.0056882,           0.0065497,             0.99677,                   1,               0.995,             0.95239,           0.0061591,             0.00226,           0.0014139,           0.0014464,           0.0014464,           0.0014464
                 434,            0.012105,           0.0061672,             0.00233,             0.99678,                   1,               0.995,             0.95441,            0.006979,           0.0023315,           0.0014087,           0.0014266,           0.0014266,           0.0014266
                 435,            0.013755,           0.0074226,           0.0031634,             0.99678,                   1,               0.995,             0.94864,           0.0062805,            0.002304,           0.0014032,           0.0014068,           0.0014068,           0.0014068
                 436,            0.012096,           0.0062807,           0.0049607,             0.99678,                   1,               0.995,             0.94864,           0.0062805,            0.002304,           0.0014032,            0.001387,            0.001387,            0.001387
                 437,            0.013667,           0.0051824,           0.0034763,             0.99678,                   1,               0.995,             0.96301,           0.0063392,           0.0023163,           0.0013989,           0.0013672,           0.0013672,           0.0013672
                 438,            0.011559,           0.0066006,           0.0036901,             0.99684,                   1,               0.995,             0.96089,           0.0059244,           0.0022907,           0.0013955,           0.0013474,           0.0013474,           0.0013474
                 439,            0.010783,           0.0054683,           0.0026843,             0.99682,                   1,               0.995,             0.95163,           0.0073446,           0.0024446,           0.0013883,           0.0013276,           0.0013276,           0.0013276
                 440,            0.013226,           0.0058141,           0.0025333,             0.99682,                   1,               0.995,             0.95163,           0.0073446,           0.0024446,           0.0013883,           0.0013078,           0.0013078,           0.0013078
                 441,            0.011621,           0.0064675,           0.0023077,             0.99688,                   1,               0.995,               0.961,           0.0070382,           0.0024508,           0.0013847,            0.001288,            0.001288,            0.001288
                 442,            0.012086,           0.0051162,           0.0038901,             0.99691,                   1,               0.995,             0.95035,           0.0065336,           0.0023516,            0.001379,           0.0012682,           0.0012682,           0.0012682
                 443,            0.013202,           0.0063547,           0.0024714,             0.99693,                   1,               0.995,             0.95655,           0.0077207,           0.0024644,           0.0013726,           0.0012484,           0.0012484,           0.0012484
                 444,             0.01361,           0.0048542,           0.0038254,             0.99693,                   1,               0.995,             0.95655,           0.0077207,           0.0024644,           0.0013726,           0.0012286,           0.0012286,           0.0012286
                 445,            0.011915,           0.0057552,           0.0025766,             0.99698,                   1,               0.995,             0.94831,            0.007088,           0.0024099,           0.0013658,           0.0012088,           0.0012088,           0.0012088
                 446,            0.014368,           0.0054012,           0.0035934,             0.99702,                   1,               0.995,             0.95824,           0.0060259,           0.0023367,           0.0013614,            0.001189,            0.001189,            0.001189
                 447,            0.012302,           0.0054654,            0.005285,             0.99704,                   1,               0.995,             0.94705,           0.0073379,           0.0025052,           0.0013563,           0.0011692,           0.0011692,           0.0011692
                 448,            0.012544,           0.0064841,           0.0024639,             0.99704,                   1,               0.995,             0.94705,           0.0073379,           0.0025052,           0.0013563,           0.0011494,           0.0011494,           0.0011494
                 449,            0.013901,           0.0065274,           0.0043255,             0.99709,                   1,               0.995,             0.95446,           0.0071049,           0.0024939,           0.0013549,           0.0011296,           0.0011296,           0.0011296
                 450,            0.012014,           0.0051494,            0.002587,             0.99713,                   1,               0.995,              0.9678,           0.0060328,           0.0023779,           0.0013536,           0.0011098,           0.0011098,           0.0011098
                 451,            0.013192,           0.0063041,           0.0064237,             0.99713,                   1,               0.995,             0.94958,           0.0065809,           0.0024046,           0.0013517,             0.00109,             0.00109,             0.00109
                 452,            0.012414,            0.007454,           0.0029383,             0.99713,                   1,               0.995,             0.94958,           0.0065809,           0.0024046,           0.0013517,           0.0010702,           0.0010702,           0.0010702
                 453,            0.012198,           0.0049163,            0.001975,             0.99716,                   1,               0.995,             0.96161,           0.0062244,           0.0023605,           0.0013502,           0.0010504,           0.0010504,           0.0010504
                 454,            0.010671,           0.0052721,           0.0031152,             0.99715,                   1,               0.995,              0.9761,           0.0058751,           0.0023443,           0.0013442,           0.0010306,           0.0010306,           0.0010306
                 455,            0.012928,           0.0064848,            0.003039,             0.99713,                   1,               0.995,             0.95385,           0.0066669,           0.0024005,           0.0013385,           0.0010108,           0.0010108,           0.0010108
                 456,            0.013202,           0.0061949,           0.0031857,             0.99713,                   1,               0.995,             0.95385,           0.0066669,           0.0024005,           0.0013385,            0.000991,            0.000991,            0.000991
                 457,            0.011173,           0.0057247,           0.0031107,             0.99714,                   1,               0.995,             0.97021,            0.006177,           0.0023311,           0.0013347,           0.0009712,           0.0009712,           0.0009712
                 458,            0.012629,           0.0057806,            0.003927,             0.99718,                   1,               0.995,              0.9514,           0.0061057,           0.0023056,            0.001333,           0.0009514,           0.0009514,           0.0009514
                 459,            0.014788,           0.0044391,           0.0020379,             0.99723,                   1,               0.995,             0.94751,           0.0064634,           0.0023608,           0.0013314,           0.0009316,           0.0009316,           0.0009316
                 460,            0.012349,           0.0052568,           0.0023007,             0.99723,                   1,               0.995,             0.94751,           0.0064634,           0.0023608,           0.0013314,           0.0009118,           0.0009118,           0.0009118
                 461,            0.012719,           0.0048916,           0.0032466,              0.9972,                   1,               0.995,             0.95021,           0.0063195,           0.0023548,           0.0013281,            0.000892,            0.000892,            0.000892
                 462,            0.010679,           0.0044825,           0.0020648,             0.99723,                   1,               0.995,             0.95548,           0.0057367,           0.0022748,           0.0013264,           0.0008722,           0.0008722,           0.0008722
                 463,            0.013756,           0.0059998,           0.0043261,             0.99719,                   1,               0.995,             0.96775,           0.0060096,           0.0023327,            0.001321,           0.0008524,           0.0008524,           0.0008524
                 464,            0.012988,           0.0066475,            0.001842,             0.99719,                   1,               0.995,             0.96775,           0.0060096,           0.0023327,            0.001321,           0.0008326,           0.0008326,           0.0008326
                 465,            0.011326,           0.0054343,           0.0020138,             0.99718,                   1,               0.995,             0.97022,           0.0059535,           0.0023379,           0.0013179,           0.0008128,           0.0008128,           0.0008128
                 466,            0.011566,           0.0061626,           0.0037212,             0.99717,                   1,               0.995,             0.96662,           0.0058446,           0.0023031,            0.001313,            0.000793,            0.000793,            0.000793
                 467,            0.011891,            0.005606,           0.0037621,             0.99718,                   1,               0.995,             0.95797,            0.005923,           0.0023297,           0.0013048,           0.0007732,           0.0007732,           0.0007732
                 468,           0.0097845,           0.0048383,           0.0025552,             0.99718,                   1,               0.995,             0.95797,            0.005923,           0.0023297,           0.0013048,           0.0007534,           0.0007534,           0.0007534
                 469,             0.01143,           0.0056298,           0.0020442,             0.99719,                   1,               0.995,             0.95403,           0.0058938,           0.0023402,           0.0012995,           0.0007336,           0.0007336,           0.0007336
                 470,            0.012593,           0.0051756,              0.0021,             0.99718,                   1,               0.995,             0.94507,           0.0060232,           0.0023549,           0.0012966,           0.0007138,           0.0007138,           0.0007138
                 471,             0.01229,           0.0061643,           0.0031754,             0.99719,                   1,               0.995,             0.96073,           0.0062985,           0.0023471,           0.0012907,            0.000694,            0.000694,            0.000694
                 472,            0.011328,           0.0056706,           0.0027863,             0.99719,                   1,               0.995,             0.96073,           0.0062985,           0.0023471,           0.0012907,           0.0006742,           0.0006742,           0.0006742
                 473,            0.010703,           0.0067585,           0.0033751,             0.99719,                   1,               0.995,             0.96401,           0.0062853,           0.0023227,            0.001285,           0.0006544,           0.0006544,           0.0006544
                 474,            0.011042,           0.0057078,           0.0018266,             0.99722,                   1,               0.995,             0.96522,           0.0061015,           0.0023125,           0.0012839,           0.0006346,           0.0006346,           0.0006346
                 475,            0.013201,           0.0055198,           0.0033098,             0.99721,                   1,               0.995,             0.94238,           0.0060837,           0.0023022,           0.0012785,           0.0006148,           0.0006148,           0.0006148
                 476,            0.011391,            0.005017,            0.001872,             0.99721,                   1,               0.995,             0.94238,           0.0060837,           0.0023022,           0.0012785,            0.000595,            0.000595,            0.000595
                 477,            0.012488,            0.005952,           0.0043253,              0.9972,                   1,               0.995,             0.93835,           0.0061052,           0.0022993,           0.0012753,           0.0005752,           0.0005752,           0.0005752
                 478,            0.011002,           0.0048993,            0.003192,             0.99721,                   1,               0.995,             0.94528,           0.0058946,           0.0022689,           0.0012747,           0.0005554,           0.0005554,           0.0005554
