               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,             0.02827,           0.0081203,            0.007868,             0.97746,             0.99999,               0.995,             0.80211,            0.017688,           0.0037636,           0.0032469,            0.006931,            0.006931,            0.006931
                 157,            0.027169,           0.0092748,           0.0086126,             0.97089,             0.97921,               0.995,             0.80401,            0.018454,           0.0037285,             0.00334,           0.0069112,           0.0069112,           0.0069112
                 158,            0.030578,           0.0071601,           0.0075147,             0.96619,             0.99732,               0.995,             0.84931,            0.025458,           0.0040431,           0.0034369,           0.0068914,           0.0068914,           0.0068914
                 159,             0.03059,           0.0092954,            0.007845,             0.98571,                   1,               0.995,             0.73836,            0.017325,           0.0034235,            0.003281,           0.0068716,           0.0068716,           0.0068716
                 160,            0.027945,           0.0091121,           0.0091605,             0.98571,                   1,               0.995,             0.73836,            0.017325,           0.0034235,            0.003281,           0.0068518,           0.0068518,           0.0068518
                 161,            0.023301,           0.0078672,           0.0068407,             0.98937,                   1,               0.995,             0.72023,            0.014829,           0.0034386,           0.0032035,            0.006832,            0.006832,            0.006832
                 162,            0.027665,           0.0086943,            0.012997,             0.99336,                   1,               0.995,             0.80122,             0.02201,           0.0039046,           0.0031125,           0.0068122,           0.0068122,           0.0068122
                 163,            0.036975,           0.0084516,            0.012388,             0.99407,             0.98353,               0.995,             0.69581,            0.016327,           0.0036156,            0.003497,           0.0067924,           0.0067924,           0.0067924
                 164,            0.024938,           0.0084611,            0.011087,             0.99407,             0.98353,               0.995,             0.69581,            0.016327,           0.0036156,            0.003497,           0.0067726,           0.0067726,           0.0067726
                 165,            0.023737,           0.0085773,            0.007639,             0.95516,             0.99803,             0.99375,              0.7749,            0.020599,             0.00382,           0.0042393,           0.0067528,           0.0067528,           0.0067528
                 166,            0.030436,           0.0088231,            0.010918,              0.7411,               0.975,             0.86421,               0.708,            0.024691,            0.003689,            0.004563,            0.006733,            0.006733,            0.006733
                 167,            0.033373,            0.010412,           0.0078259,             0.82686,             0.97732,             0.93524,             0.75905,            0.015109,             0.00337,           0.0038552,           0.0067132,           0.0067132,           0.0067132
                 168,            0.029176,           0.0075817,           0.0078645,             0.82686,             0.97732,             0.93524,             0.75905,            0.015109,             0.00337,           0.0038552,           0.0066934,           0.0066934,           0.0066934
                 169,            0.024447,           0.0083647,            0.007027,             0.99492,                   1,               0.995,             0.87611,            0.012152,           0.0032985,           0.0032865,           0.0066736,           0.0066736,           0.0066736
                 170,            0.024809,           0.0084848,           0.0065253,             0.99548,                   1,               0.995,             0.87032,            0.013013,           0.0033858,           0.0031518,           0.0066538,           0.0066538,           0.0066538
                 171,            0.024281,           0.0085216,           0.0065493,             0.99184,                   1,               0.995,             0.72644,            0.024451,           0.0038773,           0.0030021,            0.006634,            0.006634,            0.006634
                 172,            0.038758,           0.0091713,           0.0068929,             0.99184,                   1,               0.995,             0.72644,            0.024451,           0.0038773,           0.0030021,           0.0066142,           0.0066142,           0.0066142
                 173,            0.029408,           0.0093626,            0.005701,             0.99512,                   1,               0.995,             0.78561,             0.02028,           0.0037993,           0.0029522,           0.0065944,           0.0065944,           0.0065944
                 174,              0.0266,           0.0082726,           0.0075798,             0.99318,                   1,               0.995,             0.82104,            0.018501,           0.0038328,           0.0030079,           0.0065746,           0.0065746,           0.0065746
                 175,            0.029606,           0.0096234,           0.0066519,             0.99222,                   1,               0.995,              0.7999,            0.016861,            0.003584,           0.0030981,           0.0065548,           0.0065548,           0.0065548
                 176,            0.030252,           0.0082935,           0.0076128,             0.99222,                   1,               0.995,              0.7999,            0.016861,            0.003584,           0.0030981,            0.006535,            0.006535,            0.006535
                 177,            0.026514,           0.0074771,            0.010056,             0.97683,             0.99745,               0.995,             0.86635,            0.011689,           0.0033263,           0.0033347,           0.0065152,           0.0065152,           0.0065152
                 178,            0.026441,           0.0084925,           0.0062515,             0.91042,             0.97368,               0.989,             0.79042,            0.020436,           0.0037176,           0.0036621,           0.0064954,           0.0064954,           0.0064954
                 179,            0.034014,           0.0087203,           0.0066083,             0.74458,             0.99812,             0.98714,             0.69616,             0.02173,           0.0037585,           0.0037375,           0.0064756,           0.0064756,           0.0064756
                 180,             0.02923,            0.007366,           0.0071678,             0.74458,             0.99812,             0.98714,             0.69616,             0.02173,           0.0037585,           0.0037375,           0.0064558,           0.0064558,           0.0064558
                 181,            0.027946,           0.0070628,           0.0074843,              0.7899,             0.97368,             0.99148,             0.72972,             0.01896,           0.0036259,           0.0038607,            0.006436,            0.006436,            0.006436
                 182,            0.029225,           0.0076113,           0.0050785,              0.9714,             0.97368,             0.99375,             0.85439,             0.01786,           0.0036432,           0.0038454,           0.0064162,           0.0064162,           0.0064162
                 183,             0.02754,           0.0082478,           0.0092447,             0.99115,                   1,               0.995,             0.76955,            0.017757,           0.0036095,           0.0032367,           0.0063964,           0.0063964,           0.0063964
                 184,            0.030107,           0.0089557,           0.0088017,             0.99115,                   1,               0.995,             0.76955,            0.017757,           0.0036095,           0.0032367,           0.0063766,           0.0063766,           0.0063766
                 185,            0.029056,           0.0079783,           0.0065926,             0.98165,             0.99708,               0.995,               0.785,            0.014891,           0.0035925,            0.003348,           0.0063568,           0.0063568,           0.0063568
                 186,            0.028656,           0.0073355,           0.0079487,             0.98973,                   1,               0.995,             0.79512,            0.016495,           0.0037177,           0.0032607,            0.006337,            0.006337,            0.006337
                 187,            0.024742,           0.0083671,           0.0066544,             0.98309,                   1,               0.995,             0.83305,            0.014499,           0.0035521,           0.0031584,           0.0063172,           0.0063172,           0.0063172
                 188,            0.026687,           0.0083865,           0.0059412,             0.98309,                   1,               0.995,             0.83305,            0.014499,           0.0035521,           0.0031584,           0.0062974,           0.0062974,           0.0062974
                 189,             0.02826,           0.0080773,           0.0076275,             0.99162,                   1,               0.995,             0.82401,            0.015043,           0.0036409,           0.0032106,           0.0062776,           0.0062776,           0.0062776
                 190,            0.029104,           0.0077795,            0.012963,             0.99478,                   1,               0.995,             0.72278,            0.017691,           0.0037977,           0.0031916,           0.0062578,           0.0062578,           0.0062578
                 191,            0.027212,           0.0077567,           0.0078782,             0.99251,                   1,               0.995,             0.80284,            0.014212,           0.0037276,           0.0031816,            0.006238,            0.006238,            0.006238
                 192,            0.027667,           0.0087195,           0.0084159,             0.99251,                   1,               0.995,             0.80284,            0.014212,           0.0037276,           0.0031816,           0.0062182,           0.0062182,           0.0062182
                 193,            0.029814,           0.0068501,           0.0090851,             0.99286,                   1,               0.995,             0.82846,            0.014395,           0.0037365,           0.0031667,           0.0061984,           0.0061984,           0.0061984
                 194,            0.026217,           0.0081645,           0.0066486,             0.99483,                   1,               0.995,             0.83068,            0.013727,           0.0036316,           0.0030923,           0.0061786,           0.0061786,           0.0061786
                 195,            0.024178,           0.0082562,           0.0080906,             0.99522,                   1,               0.995,             0.70931,            0.017054,            0.003785,           0.0030322,           0.0061588,           0.0061588,           0.0061588
                 196,             0.02615,            0.007951,           0.0050682,             0.99522,                   1,               0.995,             0.70931,            0.017054,            0.003785,           0.0030322,            0.006139,            0.006139,            0.006139
                 197,             0.02421,           0.0066312,           0.0073759,             0.99518,                   1,               0.995,             0.84783,            0.014289,           0.0035697,           0.0030173,           0.0061192,           0.0061192,           0.0061192
                 198,            0.024058,           0.0074688,           0.0067292,             0.99574,                   1,               0.995,             0.83178,            0.015549,           0.0035943,           0.0031687,           0.0060994,           0.0060994,           0.0060994
                 199,            0.029138,           0.0076654,           0.0043151,             0.92746,             0.98272,             0.98609,             0.62647,            0.020661,           0.0038542,           0.0034407,           0.0060796,           0.0060796,           0.0060796
                 200,             0.02784,           0.0093552,           0.0079795,             0.92746,             0.98272,             0.98609,             0.62647,            0.020661,           0.0038542,           0.0034407,           0.0060598,           0.0060598,           0.0060598
                 201,            0.025443,           0.0077506,           0.0094863,             0.99134,             0.97942,               0.995,             0.68416,            0.017601,           0.0036361,           0.0036386,             0.00604,             0.00604,             0.00604
                 202,            0.026759,           0.0070293,            0.010089,             0.94714,             0.97803,             0.98288,             0.77798,            0.016041,           0.0033954,           0.0036532,           0.0060202,           0.0060202,           0.0060202
                 203,            0.025825,           0.0074966,           0.0058232,             0.99037,             0.97782,               0.995,             0.81225,            0.016343,           0.0035708,            0.003649,           0.0060004,           0.0060004,           0.0060004
                 204,            0.025803,           0.0072994,           0.0054013,             0.99037,             0.97782,               0.995,             0.81225,            0.016343,           0.0035708,            0.003649,           0.0059806,           0.0059806,           0.0059806
                 205,            0.022838,           0.0078003,           0.0065056,             0.99168,             0.97844,               0.995,             0.85933,            0.011476,           0.0033762,           0.0035121,           0.0059608,           0.0059608,           0.0059608
                 206,            0.023945,           0.0080596,           0.0059647,             0.99564,                   1,               0.995,             0.77919,            0.013835,            0.003434,            0.002928,            0.005941,            0.005941,            0.005941
                 207,            0.022604,           0.0069188,           0.0045827,             0.88951,             0.97368,             0.97271,             0.73436,            0.019297,           0.0036267,           0.0027201,           0.0059212,           0.0059212,           0.0059212
                 208,            0.030844,           0.0077732,           0.0051902,             0.88951,             0.97368,             0.97271,             0.73436,            0.019297,           0.0036267,           0.0027201,           0.0059014,           0.0059014,           0.0059014
                 209,             0.02526,            0.008865,           0.0061727,              0.9617,                   1,             0.99375,             0.83683,            0.016979,           0.0035118,           0.0027872,           0.0058816,           0.0058816,           0.0058816
                 210,            0.025719,           0.0077763,           0.0071866,             0.97523,             0.97744,               0.995,              0.7459,            0.021086,           0.0037349,           0.0031152,           0.0058618,           0.0058618,           0.0058618
                 211,            0.032851,           0.0084139,           0.0082536,             0.95595,             0.99777,               0.995,             0.89062,            0.013864,              0.0034,           0.0036891,            0.005842,            0.005842,            0.005842
                 212,            0.024825,           0.0076036,            0.006922,             0.95595,             0.99777,               0.995,             0.89062,            0.013864,              0.0034,           0.0036891,           0.0058222,           0.0058222,           0.0058222
                 213,            0.022376,           0.0060669,           0.0099236,             0.96784,             0.97368,             0.98905,             0.83723,            0.012407,           0.0032338,           0.0039684,           0.0058024,           0.0058024,           0.0058024
                 214,            0.024792,           0.0078875,             0.00721,             0.95632,             0.98962,               0.995,             0.73532,            0.020551,           0.0036377,           0.0040033,           0.0057826,           0.0057826,           0.0057826
                 215,            0.027928,           0.0077786,            0.010879,             0.97023,             0.97368,             0.99375,              0.7911,            0.016977,           0.0034626,           0.0039085,           0.0057628,           0.0057628,           0.0057628
                 216,            0.023691,           0.0069956,            0.012787,             0.97023,             0.97368,             0.99375,              0.7911,            0.016977,           0.0034626,           0.0039085,            0.005743,            0.005743,            0.005743
                 217,            0.024702,            0.009922,           0.0059781,             0.97098,             0.97368,             0.99375,             0.82665,            0.018264,           0.0034369,           0.0039315,           0.0057232,           0.0057232,           0.0057232
                 218,            0.026724,           0.0076335,           0.0072364,             0.97921,             0.97591,               0.995,             0.78693,            0.020383,           0.0035517,           0.0039311,           0.0057034,           0.0057034,           0.0057034
                 219,            0.023993,           0.0074112,           0.0076912,             0.97864,             0.97368,             0.99065,             0.82947,             0.01915,           0.0036314,           0.0039536,           0.0056836,           0.0056836,           0.0056836
                 220,            0.029285,           0.0081055,           0.0064061,             0.97864,             0.97368,             0.99065,             0.82947,             0.01915,           0.0036314,           0.0039536,           0.0056638,           0.0056638,           0.0056638
                 221,            0.024763,           0.0078017,           0.0081255,             0.98099,             0.97368,             0.99262,             0.83415,            0.017348,           0.0034563,           0.0040137,            0.005644,            0.005644,            0.005644
                 222,            0.026165,           0.0066269,            0.006622,             0.98876,                   1,               0.995,             0.80883,            0.018386,           0.0035008,           0.0041524,           0.0056242,           0.0056242,           0.0056242
                 223,            0.026189,           0.0074905,           0.0079255,             0.98986,                   1,               0.995,             0.78241,            0.014815,           0.0034296,           0.0042845,           0.0056044,           0.0056044,           0.0056044
                 224,            0.027546,           0.0067043,           0.0078564,             0.98986,                   1,               0.995,             0.78241,            0.014815,           0.0034296,           0.0042845,           0.0055846,           0.0055846,           0.0055846
                 225,            0.025321,           0.0093463,           0.0063968,             0.99003,                   1,               0.995,             0.84518,            0.012224,             0.00333,           0.0042591,           0.0055648,           0.0055648,           0.0055648
                 226,            0.022607,           0.0089158,           0.0059763,             0.81977,                   1,             0.97125,             0.75474,             0.01667,           0.0035859,           0.0039268,            0.005545,            0.005545,            0.005545
                 227,            0.025897,           0.0074635,           0.0071935,              0.9944,                   1,               0.995,             0.78804,            0.012951,           0.0033318,           0.0036858,           0.0055252,           0.0055252,           0.0055252
                 228,             0.02351,            0.008586,           0.0077199,              0.9944,                   1,               0.995,             0.78804,            0.012951,           0.0033318,           0.0036858,           0.0055054,           0.0055054,           0.0055054
                 229,            0.021883,           0.0063011,           0.0077754,             0.99597,                   1,               0.995,              0.8375,            0.010527,           0.0031794,           0.0034961,           0.0054856,           0.0054856,           0.0054856
                 230,            0.022075,           0.0076249,           0.0080618,             0.99474,                   1,               0.995,             0.78979,            0.016309,           0.0034453,           0.0033142,           0.0054658,           0.0054658,           0.0054658
                 231,             0.02493,           0.0063208,           0.0052213,             0.99388,                   1,               0.995,             0.84351,            0.013489,           0.0032936,           0.0031909,            0.005446,            0.005446,            0.005446
                 232,            0.025437,           0.0072264,           0.0068429,             0.99388,                   1,               0.995,             0.84351,            0.013489,           0.0032936,           0.0031909,           0.0054262,           0.0054262,           0.0054262
                 233,             0.02395,           0.0069996,           0.0063423,             0.99378,                   1,               0.995,             0.85283,            0.012992,           0.0032479,           0.0030524,           0.0054064,           0.0054064,           0.0054064
                 234,            0.023626,           0.0073717,           0.0044093,             0.99431,                   1,               0.995,             0.81831,            0.015458,           0.0034183,           0.0029085,           0.0053866,           0.0053866,           0.0053866
                 235,            0.027975,           0.0071854,           0.0047458,              0.9945,                   1,               0.995,             0.84214,            0.013209,            0.003279,           0.0028376,           0.0053668,           0.0053668,           0.0053668
                 236,            0.021426,           0.0069368,           0.0069132,              0.9945,                   1,               0.995,             0.84214,            0.013209,            0.003279,           0.0028376,            0.005347,            0.005347,            0.005347
                 237,             0.02093,           0.0068829,           0.0067194,             0.99453,                   1,               0.995,             0.86838,             0.01254,           0.0032457,           0.0027725,           0.0053272,           0.0053272,           0.0053272
                 238,             0.02259,           0.0088073,           0.0055882,             0.99333,                   1,               0.995,             0.83736,            0.016808,           0.0036285,           0.0026617,           0.0053074,           0.0053074,           0.0053074
                 239,            0.024461,           0.0067359,           0.0053452,             0.99268,                   1,               0.995,             0.83448,             0.01503,           0.0034805,           0.0026016,           0.0052876,           0.0052876,           0.0052876
                 240,            0.023332,           0.0061601,           0.0039323,             0.99268,                   1,               0.995,             0.83448,             0.01503,           0.0034805,           0.0026016,           0.0052678,           0.0052678,           0.0052678
                 241,            0.025093,           0.0069855,           0.0088863,             0.99182,                   1,               0.995,             0.86304,             0.01337,           0.0034717,           0.0025523,            0.005248,            0.005248,            0.005248
                 242,            0.024828,           0.0059902,           0.0051984,             0.99256,                   1,               0.995,              0.8612,            0.018189,           0.0035319,           0.0024917,           0.0052282,           0.0052282,           0.0052282
                 243,             0.02785,            0.007832,           0.0040174,             0.99326,                   1,               0.995,             0.85318,            0.013699,           0.0034342,           0.0024317,           0.0052084,           0.0052084,           0.0052084
                 244,            0.024659,           0.0077961,           0.0035227,             0.99326,                   1,               0.995,             0.85318,            0.013699,           0.0034342,           0.0024317,           0.0051886,           0.0051886,           0.0051886
                 245,            0.024215,           0.0083345,           0.0043172,              0.9938,                   1,               0.995,             0.87374,            0.011949,           0.0033224,           0.0023963,           0.0051688,           0.0051688,           0.0051688
                 246,            0.022012,           0.0068472,           0.0041868,             0.99432,                   1,               0.995,             0.87467,            0.014375,           0.0034677,           0.0023763,            0.005149,            0.005149,            0.005149
                 247,            0.021631,           0.0079697,           0.0041812,             0.99487,                   1,               0.995,             0.84573,             0.01913,           0.0038403,           0.0023505,           0.0051292,           0.0051292,           0.0051292
                 248,             0.03037,           0.0075638,            0.004985,             0.99487,                   1,               0.995,             0.84573,             0.01913,           0.0038403,           0.0023505,           0.0051094,           0.0051094,           0.0051094
                 249,            0.027353,           0.0085987,           0.0043315,             0.99526,                   1,               0.995,             0.88902,            0.016255,           0.0037225,            0.002324,           0.0050896,           0.0050896,           0.0050896
                 250,            0.024245,           0.0079398,           0.0055813,             0.99525,                   1,               0.995,             0.87688,            0.014946,           0.0035414,           0.0022574,           0.0050698,           0.0050698,           0.0050698
                 251,            0.024158,           0.0070809,           0.0070805,             0.99584,                   1,               0.995,             0.86388,            0.019251,           0.0036438,           0.0022563,             0.00505,             0.00505,             0.00505
                 252,            0.026506,           0.0061709,           0.0037846,             0.99584,                   1,               0.995,             0.86388,            0.019251,           0.0036438,           0.0022563,           0.0050302,           0.0050302,           0.0050302
                 253,            0.022855,           0.0065809,           0.0097107,             0.99659,                   1,               0.995,             0.88687,            0.017596,           0.0034763,             0.00226,           0.0050104,           0.0050104,           0.0050104
                 254,            0.021839,            0.006491,           0.0036213,               0.997,                   1,               0.995,             0.84159,            0.015468,            0.003381,           0.0022755,           0.0049906,           0.0049906,           0.0049906
                 255,            0.023893,           0.0072731,           0.0066993,             0.99524,                   1,               0.995,             0.83504,            0.014027,            0.003358,           0.0023234,           0.0049708,           0.0049708,           0.0049708
                 256,            0.022311,           0.0081457,           0.0042211,             0.99524,                   1,               0.995,             0.83504,            0.014027,            0.003358,           0.0023234,            0.004951,            0.004951,            0.004951
                 257,            0.019929,           0.0076998,           0.0041161,             0.99383,                   1,               0.995,             0.87407,            0.013947,           0.0033242,           0.0023961,           0.0049312,           0.0049312,           0.0049312
                 258,            0.021354,           0.0078065,           0.0053739,             0.99244,                   1,               0.995,             0.89334,            0.013013,           0.0031997,           0.0024369,           0.0049114,           0.0049114,           0.0049114
                 259,            0.020403,           0.0066423,           0.0062013,             0.99381,                   1,               0.995,             0.80216,            0.015732,           0.0032609,           0.0024229,           0.0048916,           0.0048916,           0.0048916
                 260,            0.027249,            0.007961,           0.0061003,             0.99381,                   1,               0.995,             0.80216,            0.015732,           0.0032609,           0.0024229,           0.0048718,           0.0048718,           0.0048718
                 261,            0.022362,           0.0083539,           0.0051688,             0.99415,                   1,               0.995,             0.87616,            0.014011,            0.003156,           0.0024426,            0.004852,            0.004852,            0.004852
                 262,            0.020233,           0.0080149,            0.005092,              0.9954,                   1,               0.995,             0.82748,             0.01188,           0.0031075,           0.0024868,           0.0048322,           0.0048322,           0.0048322
                 263,            0.022931,           0.0077167,           0.0049016,             0.99607,                   1,               0.995,             0.86773,            0.014056,           0.0031169,           0.0025168,           0.0048124,           0.0048124,           0.0048124
                 264,            0.021549,           0.0077612,           0.0060767,             0.99607,                   1,               0.995,             0.86773,            0.014056,           0.0031169,           0.0025168,           0.0047926,           0.0047926,           0.0047926
                 265,            0.021203,           0.0078644,           0.0042275,             0.99665,                   1,               0.995,             0.89723,            0.013892,           0.0030881,           0.0025493,           0.0047728,           0.0047728,           0.0047728
                 266,            0.020298,           0.0087099,           0.0068898,             0.99681,                   1,               0.995,             0.87713,            0.010913,           0.0029196,           0.0025383,            0.004753,            0.004753,            0.004753
                 267,            0.018353,           0.0072087,           0.0042363,             0.99692,                   1,               0.995,             0.80502,            0.015988,           0.0031893,           0.0025571,           0.0047332,           0.0047332,           0.0047332
                 268,            0.026732,            0.006797,           0.0070655,             0.99692,                   1,               0.995,             0.80502,            0.015988,           0.0031893,           0.0025571,           0.0047134,           0.0047134,           0.0047134
                 269,            0.023829,           0.0074522,           0.0038197,             0.99698,                   1,               0.995,             0.84713,            0.013634,           0.0030525,           0.0025672,           0.0046936,           0.0046936,           0.0046936
                 270,            0.022783,           0.0067858,           0.0072708,             0.99689,                   1,               0.995,             0.85524,            0.013883,           0.0030736,           0.0025634,           0.0046738,           0.0046738,           0.0046738
                 271,            0.025392,           0.0084892,           0.0049701,             0.99643,                   1,               0.995,             0.87893,             0.01403,           0.0030033,           0.0025749,            0.004654,            0.004654,            0.004654
                 272,            0.022997,           0.0074674,           0.0040685,             0.99643,                   1,               0.995,             0.87893,             0.01403,           0.0030033,           0.0025749,           0.0046342,           0.0046342,           0.0046342
                 273,              0.0188,           0.0069521,            0.005487,             0.99567,                   1,               0.995,             0.89405,            0.010875,           0.0028264,            0.002565,           0.0046144,           0.0046144,           0.0046144
                 274,            0.021149,           0.0068901,           0.0098559,             0.99545,                   1,               0.995,             0.82233,             0.01386,           0.0030191,           0.0025429,           0.0045946,           0.0045946,           0.0045946
                 275,            0.020108,           0.0061162,           0.0062234,               0.996,                   1,               0.995,             0.91154,           0.0098394,           0.0028818,           0.0025319,           0.0045748,           0.0045748,           0.0045748
                 276,            0.020434,            0.007386,           0.0052187,               0.996,                   1,               0.995,             0.91154,           0.0098394,           0.0028818,           0.0025319,            0.004555,            0.004555,            0.004555
                 277,            0.018256,           0.0065883,           0.0039994,             0.99617,                   1,               0.995,             0.88196,           0.0086438,           0.0027876,           0.0024891,           0.0045352,           0.0045352,           0.0045352
                 278,            0.017514,            0.006074,           0.0042004,             0.99593,                   1,               0.995,             0.82816,            0.011285,           0.0028881,           0.0024519,           0.0045154,           0.0045154,           0.0045154
                 279,            0.021496,            0.006233,           0.0046217,             0.99621,                   1,               0.995,             0.90121,            0.012446,           0.0030192,           0.0024022,           0.0044956,           0.0044956,           0.0044956
                 280,            0.021358,           0.0078362,           0.0056846,             0.99621,                   1,               0.995,             0.90121,            0.012446,           0.0030192,           0.0024022,           0.0044758,           0.0044758,           0.0044758
                 281,            0.021252,           0.0081118,           0.0077805,             0.99644,                   1,               0.995,             0.90644,            0.010564,           0.0028352,           0.0023607,            0.004456,            0.004456,            0.004456
                 282,             0.02259,           0.0068685,           0.0050932,             0.99517,                   1,               0.995,             0.89894,             0.01545,           0.0033359,           0.0023529,           0.0044362,           0.0044362,           0.0044362
                 283,            0.025912,           0.0091483,           0.0039331,             0.99356,                   1,               0.995,             0.80909,             0.01333,           0.0031884,           0.0023815,           0.0044164,           0.0044164,           0.0044164
                 284,            0.023743,           0.0083977,           0.0066251,             0.99356,                   1,               0.995,             0.80909,             0.01333,           0.0031884,           0.0023815,           0.0043966,           0.0043966,           0.0043966
                 285,            0.019521,           0.0088622,           0.0051741,             0.99184,                   1,               0.995,             0.85866,            0.011439,           0.0030088,           0.0023937,           0.0043768,           0.0043768,           0.0043768
                 286,            0.020391,           0.0069282,           0.0052727,             0.99362,                   1,               0.995,             0.81552,            0.015393,           0.0032909,           0.0023228,            0.004357,            0.004357,            0.004357
                 287,            0.024133,           0.0073603,           0.0060275,             0.99592,                   1,               0.995,             0.90462,            0.012384,           0.0029897,           0.0022677,           0.0043372,           0.0043372,           0.0043372
                 288,             0.02292,           0.0070513,           0.0068688,             0.99592,                   1,               0.995,             0.90462,            0.012384,           0.0029897,           0.0022677,           0.0043174,           0.0043174,           0.0043174
                 289,            0.018913,            0.006274,           0.0069155,             0.99678,                   1,               0.995,             0.90056,           0.0090092,           0.0028359,           0.0022438,           0.0042976,           0.0042976,           0.0042976
                 290,             0.01805,           0.0069428,           0.0032909,             0.99667,                   1,               0.995,             0.90402,            0.011436,           0.0030683,           0.0022161,           0.0042778,           0.0042778,           0.0042778
                 291,             0.01894,           0.0073552,           0.0043616,             0.99645,                   1,               0.995,             0.90496,            0.012221,           0.0031195,           0.0021819,            0.004258,            0.004258,            0.004258
                 292,            0.022021,            0.007033,           0.0056742,             0.99645,                   1,               0.995,             0.90496,            0.012221,           0.0031195,           0.0021819,           0.0042382,           0.0042382,           0.0042382
                 293,            0.020136,           0.0080535,           0.0071828,             0.99625,                   1,               0.995,             0.89548,            0.011206,            0.003154,           0.0021741,           0.0042184,           0.0042184,           0.0042184
                 294,            0.020105,           0.0070103,           0.0053606,              0.9965,                   1,               0.995,             0.88523,            0.014038,           0.0032919,           0.0021547,           0.0041986,           0.0041986,           0.0041986
                 295,            0.025503,           0.0072368,           0.0056763,             0.99639,                   1,               0.995,             0.85342,             0.01317,           0.0031282,           0.0021424,           0.0041788,           0.0041788,           0.0041788
                 296,            0.020956,           0.0066768,           0.0049923,             0.99639,                   1,               0.995,             0.85342,             0.01317,           0.0031282,           0.0021424,            0.004159,            0.004159,            0.004159
                 297,            0.017881,           0.0070127,           0.0049722,             0.99631,                   1,               0.995,             0.88103,            0.010548,           0.0028966,           0.0021404,           0.0041392,           0.0041392,           0.0041392
                 298,            0.018954,           0.0066185,           0.0090644,              0.9963,                   1,               0.995,             0.84136,             0.01596,            0.003332,           0.0021449,           0.0041194,           0.0041194,           0.0041194
                 299,            0.024714,           0.0075328,           0.0059919,             0.99623,                   1,               0.995,             0.84318,            0.013243,           0.0030908,           0.0021476,           0.0040996,           0.0040996,           0.0040996
                 300,            0.022448,           0.0061269,           0.0048837,             0.99623,                   1,               0.995,             0.84318,            0.013243,           0.0030908,           0.0021476,           0.0040798,           0.0040798,           0.0040798
                 301,            0.021066,           0.0075704,           0.0062545,             0.99622,                   1,               0.995,             0.83584,            0.012596,           0.0031042,           0.0021457,             0.00406,             0.00406,             0.00406
                 302,            0.022255,           0.0059769,           0.0049711,             0.99609,                   1,               0.995,             0.88208,            0.010539,           0.0028819,           0.0021384,           0.0040402,           0.0040402,           0.0040402
                 303,            0.018151,           0.0065444,            0.003778,             0.99619,                   1,               0.995,             0.83083,             0.01375,           0.0031853,           0.0021256,           0.0040204,           0.0040204,           0.0040204
                 304,            0.022265,           0.0087981,           0.0036993,             0.99619,                   1,               0.995,             0.83083,             0.01375,           0.0031853,           0.0021256,           0.0040006,           0.0040006,           0.0040006
                 305,            0.018321,            0.006245,           0.0045726,              0.9961,                   1,               0.995,             0.89695,            0.012249,           0.0030198,           0.0021444,           0.0039808,           0.0039808,           0.0039808
                 306,            0.020583,           0.0066224,             0.00618,             0.99617,                   1,               0.995,             0.80351,            0.014453,           0.0032722,           0.0021682,            0.003961,            0.003961,            0.003961
                 307,            0.024013,           0.0073595,           0.0047525,             0.99619,                   1,               0.995,              0.9011,           0.0097125,           0.0029193,           0.0021972,           0.0039412,           0.0039412,           0.0039412
                 308,            0.017766,           0.0070751,           0.0063902,             0.99619,                   1,               0.995,              0.9011,           0.0097125,           0.0029193,           0.0021972,           0.0039214,           0.0039214,           0.0039214
                 309,              0.0182,           0.0077496,           0.0045624,             0.99606,                   1,               0.995,             0.91601,           0.0096395,           0.0029526,           0.0022091,           0.0039016,           0.0039016,           0.0039016
                 310,            0.017727,           0.0069044,           0.0045197,              0.9961,                   1,               0.995,              0.8608,            0.011775,           0.0030893,           0.0021859,           0.0038818,           0.0038818,           0.0038818
                 311,            0.021931,           0.0061272,           0.0038746,             0.99594,                   1,               0.995,             0.90492,            0.011086,           0.0030359,            0.002186,            0.003862,            0.003862,            0.003862
                 312,            0.020966,           0.0067091,           0.0054565,             0.99594,                   1,               0.995,             0.90492,            0.011086,           0.0030359,            0.002186,           0.0038422,           0.0038422,           0.0038422
                 313,            0.019311,           0.0063745,           0.0045979,             0.99598,                   1,               0.995,             0.90774,           0.0092455,           0.0028976,           0.0022006,           0.0038224,           0.0038224,           0.0038224
                 314,            0.020308,           0.0062288,           0.0056493,             0.99604,                   1,               0.995,              0.8864,            0.011558,           0.0031386,           0.0021774,           0.0038026,           0.0038026,           0.0038026
                 315,            0.015035,           0.0053829,           0.0028888,             0.99606,                   1,               0.995,             0.83693,            0.010867,           0.0030912,           0.0021652,           0.0037828,           0.0037828,           0.0037828
                 316,            0.020203,           0.0056188,           0.0033471,             0.99606,                   1,               0.995,             0.83693,            0.010867,           0.0030912,           0.0021652,            0.003763,            0.003763,            0.003763
                 317,            0.017616,           0.0061359,           0.0032408,             0.99612,                   1,               0.995,             0.85798,            0.010252,           0.0030215,             0.00216,           0.0037432,           0.0037432,           0.0037432
